id_lote,Fraccionamiento,ClaveLote,manzana
983,8,LA-5-10,5
984,8,LA-5-11,5
985,8,LA-5-12,5
986,8,LA-5-13,5
987,8,LA-5-14,5
988,8,LA-5-15,5
989,8,LA-5-16,5
990,8,LA-5-17,5
991,8,LA-5-18,5
992,8,LA-5-19,5
993,8,LA-5-20,5
994,8,LA-5-21,5
995,8,LA-5-22,5
996,8,LA-5-23,5
997,8,LA-5-24,5
998,8,LA-5-25,5
999,8,LA-5-26,5
1000,8,LA-6-1,6
1001,8,LA-6-2,6
1002,8,LA-6-3,6
1003,8,LA-6-4,6
1004,8,LA-6-5,6
1005,8,LA-6-6,6
1006,8,LA-6-7,6
1007,8,LA-6-8,6
1008,8,LA-6-9,6
1009,8,LA-6-10,6
1010,8,LA-6-11,6
1011,8,LA-6-12,6
1012,8,LA-6-13,6
1013,8,LA-6-14,6
1014,8,LA-6-15,6
1015,8,LA-6-16,6
1016,8,LA-6-17,6
1017,8,LA-6-18,6
1018,8,LA-6-19,6
1019,8,LA-6-20,6
1020,8,LA-6-21,6
1021,8,LA-6-22,6
1022,8,LA-6-23,6
1023,8,LA-6-24,6
1024,8,LA-6-25,6
1025,8,LA-6-26,6
1026,8,LA-7-1,7
1027,8,LA-7-2,7
1028,8,LA-7-3,7
1029,8,LA-7-4,7
1030,8,LA-7-5,7
1031,8,LA-7-6,7
1032,8,LA-7-7,7
1033,8,LA-7-8,7
1034,8,LA-7-9,7
1035,8,LA-7-10,7
1036,8,LA-7-11,7
1037,8,LA-7-12,7
1038,8,LA-7-13,7
1039,8,LA-7-14,7
1040,8,LA-7-15,7
1041,8,LA-7-16,7
1042,8,LA-7-17,7
1043,8,LA-7-18,7
1044,8,LA-7-19,7
1045,8,LA-7-20,7
1046,8,LA-7-21,7
1047,8,LA-7-22,7
1048,8,LA-7-23,7
1049,8,LA-7-24,7
1050,8,LA-7-25,7
1051,8,LA-7-26,7
1052,8,LA-7-27,7
1053,8,LA-7-28,7
1054,8,LA-8-1,8
1055,8,LA-8-2,8
1056,8,LA-8-3,8
1057,8,LA-8-4,8
1058,8,LA-8-5,8
1059,8,LA-8-6,8
1060,8,LA-8-7,8
1061,8,LA-8-8,8
1062,8,LA-8-9,8
1063,8,LA-8-10,8
1064,8,LA-8-11,8
1065,8,LA-8-12,8
1066,8,LA-8-13,8
1067,8,LA-8-14,8
1068,8,LA-9-1,9
1069,8,LA-9-2,9
1070,8,LA-9-3,9
1071,8,LA-9-4,9
1072,8,LA-9-5,9
1073,8,LA-9-6,9
1074,8,LA-9-7,9
1075,8,LA-9-8,9
1076,8,LA-9-9,9
1077,8,LA-9-10,9
1078,8,LA-9-11,9
1079,8,LA-9-12,9
1080,8,LA-9-13,9
1081,8,LA-10-1,10
1082,8,LA-10-2,10
1083,8,LA-10-3,10
1084,8,LA-10-4,10
1085,8,LA-10-5,10
1086,8,LA-10-6,10
1087,8,LA-10-7,10
1088,8,LA-10-8,10
1089,8,LA-10-9,10
1090,8,LA-10-10,10
1091,8,LA-10-11,10
1092,8,LA-10-12,10
1093,8,LA-10-13,10
1094,8,LA-10-14,10
1095,8,LA-10-15,10
1096,8,LA-10-16,10
1097,8,LA-11-1,11
1098,8,LA-11-2,11
1099,8,LA-11-3,11
1100,8,LA-11-4,11
1101,8,LA-11-5,11
1102,8,LA-11-6,11
1103,8,LA-11-6a,11
1104,8,LA-11-6b,11
1105,8,LA-11-6c,11
1106,8,LA-11-7,11
1107,8,LA-11-8,11
1108,8,LA-11-9,11
1109,8,LA-11-10,11
1110,8,LA-11-11,11
1111,8,LA-11-12,11
1112,8,LA-11-13,11
1113,8,LA-11-14,11
1114,8,LA-11-15,11
1115,8,LA-11-16,11
1116,8,LA-11-17,11
1117,8,LA-11-18,11
1118,8,LA-11-19,11
1119,8,LA-11-20,11
1120,8,LA-11-21,11
1121,41,QI-8-31,8
1122,41,QI-9-8,9
1123,41,QI-8-1-J,8
1124,41,QI-8-2,8
1125,41,QI-8-3,8
1126,41,QI-8-4,8
1127,41,QI-9-7,9
1128,41,QI-8-5,8
1129,41,QI-8-6,8
1130,41,QI-8-7,8
1131,41,QI-8-8,8
1132,41,QI-8-9,8
1133,41,QI-8-10,8
1134,41,QI-8-11,8
1135,41,QI-8-12,8
1136,41,QI-8-13,8
1137,41,QI-8-14,8
1138,41,QI-8-15,8
1139,41,QI-8-16,8
1140,41,QI-8-17,8
1141,41,QI-8-18,8
1142,41,QI-8-19,8
1143,41,QI-8-20,8
1144,41,QI-8-21,8
1145,41,QI-8-22,8
1146,41,QI-8-23,8
1147,41,QI-8-24,8
1148,41,QI-8-25,8
1149,41,QI-8-26,8
1150,41,QI-8-27,8
1151,41,QI-8-28,8
1152,41,QI-8-29,8
1153,41,QI-8-30,8
1154,41,QI-9-1,9
1155,41,QI-9-2,9
1156,41,QI-9-3,9
1157,41,QI-9-4,9
1158,41,QI-9-5,9
1159,41,QI-9-6,9
1160,41,QI-9-9,9
1161,41,QI-9-10,9
1162,41,QI-9-11,9
1163,41,QI-9-12,9
1164,41,QI-9-13,9
1165,41,QI-9-14,9
1166,41,QI-9-16,9
1167,41,QI-9-17,9
1168,41,QI-9-18,9
1169,41,QI-10-1,10
1170,41,QI-10-2,10
1171,41,QI-10-3,10
1172,41,QI-10-4,10
1173,41,QI-10-5,10
1174,41,QI-10-6,10
1175,41,QI-10-7,10
1176,41,QI-10-8,10
1177,41,QI-10-9,10
1178,41,QI-10-10,10
1179,41,QI-10-11,10
1180,41,QI-10-12,10
1181,41,QI-10-13,10
1182,41,QI-10-14,10
1183,41,QI-10-15,10
1184,41,QI-10-16,10
1185,41,QI-10-17,10
1186,41,QI-10-18,10
1187,41,QI-10-19,10
1188,41,QI-10-20,10
1189,41,QI-10-21,10
1190,41,QI-10-22,10
1191,41,QI-10-23,10
1192,41,QI-10-24,10
1193,41,QI-10-25,10
1194,41,QI-10-26,10
1195,41,QI-10-27,10
1197,30,JY-13-15,13
1198,40,SCJ-3-4,3
1199,30,JY-27-48,27
1200,30,JY-27-20,27
1201,30,JY-27-49,27
1202,30,JY-21-6,21
1203,30,JY-24-1,24
1204,30,JY-19-13,19
1205,30,JY-7-2,7
1206,30,JY-9-11,9
1207,30,JY-25-3,25
1208,30,JY-19-4,19
1209,30,JY-2-4,2
1210,30,JY-22-20,22
1211,30,JY-14-6,14
1212,30,JY-11-6,11
1213,30,JY-12-5,12
1214,41,QI-8-1,8
1215,41,QI-8-1A,8
1216,41,QI-8-1B,8
1217,41,QI-8-1C,8
1218,41,QI-8-1D,8
1219,41,QI-8-1E,8
1220,41,QI-8-1F,8
1221,41,QI-8-1G,8
1222,41,QI-8-1H,8
1223,41,QI-8-1I,8
1224,41,QI-8-1J,8
1226,35,AC-I-1-1,1
1227,35,AC-I-1-1A,1
1228,35,AC-I-1-2,1
1229,35,AC-I-1-2A,1
1230,35,AC-I-1-3,1
1231,35,AC-I-1-3A,1
1232,35,AC-I-1-3B,1
1233,35,AC-I-1-4,1
1234,35,AC-I-1-5,1
1235,35,AC-I-1-6,1
1236,35,AC-I-1-7,1
1237,35,AC-I-1-8,1
1238,35,AC-I-1-9,1
1239,35,AC-I-1-10,1
1240,35,AC-I-1-11,1
1241,35,AC-I-1-12,1
1242,35,AC-I-1-13,1
1243,35,AC-I-1-14,1
1244,35,AC-I-1-15,1
1245,35,AC-I-1-16,1
1246,35,AC-I-1-17,1
1247,35,AC-I-1-18,1
1248,35,AC-I-2-1,2
1249,35,AC-I-2-2,2
1250,35,AC-I-2-3,2
1251,35,AC-I-2-3A,2
1252,35,AC-I-2-4,2
1253,35,AC-I-2-5,2
1254,35,AC-I-2-6,2
1255,35,AC-I-2-6A,2
1256,35,AC-I-2-7,2
1257,35,AC-I-2-7A,2
1258,35,AC-I-2-7B,2
1259,35,AC-I-2-8,2
1260,35,AC-I-2-8A,2
1261,35,AC-I-2-8B,2
1262,35,AC-I-3-1,3
1263,35,AC-I-3-1A,3
1264,35,AC-I-3-1B,3
1265,35,AC-I-3-1C,3
1266,35,AC-I-3-2,3
1267,35,AC-I-3-2A,3
1268,35,AC-I-3-2B,3
1269,35,AC-I-3-2C,3
1270,35,AC-I-3-2D,3
1271,35,AC-I-3-3,3
1272,35,AC-I-3-3A,3
1273,35,AC-I-3-3B,3
1274,35,AC-I-3-3C,3
1275,35,AC-I-3-3D,3
1276,35,AC-I-3-4,3
1277,35,AC-I-3-4A,3
1278,35,AC-I-3-4B,3
1279,35,AC-I-3-4C,3
1280,35,AC-I-4-1,4
1281,35,AC-I-4-2,4
1282,35,AC-I-4-3,4
1283,35,AC-I-4-3A,4
1284,35,AC-I-4-4,4
1285,35,AC-I-4-5,4
1286,35,AC-I-4-6,4
1287,35,AC-I-4-7,4
1288,35,AC-I-4-8,4
1289,35,AC-I-4-8a,4
1290,35,AC-I-4-9,4
1291,35,AC-I-4-10,4
1292,35,AC-I-4-11,4
1293,35,AC-I-4-12,4
1294,35,AC-I-4-13,4
1295,35,AC-I-4-13a,4
1296,35,AC-I-4-13b,4
1297,35,AC-I-5-1,5
1298,35,AC-I-5-1a,5
1299,35,AC-I-5-2,5
1300,35,AC-I-5-2a,5
1301,35,AC-I-5-3,5
1302,35,AC-I-5-3a,5
1303,35,AC-I-5-4,5
1304,35,AC-I-5-4a,5
1305,35,AC-I-5-4b,5
1306,35,AC-I-5-5,5
1307,35,AC-I-5-6,5
1308,35,AC-I-5-6a,5
1309,35,AC-I-5-7,5
1310,35,AC-I-5-7a,5
1311,35,AC-I-5-8,5
1312,35,AC-I-5-8a,5
1313,35,AC-I-5-9,5
1314,35,AC-I-5-9a,5
1315,35,AC-I-5-10,5
1316,35,AC-I-5-10a,5
1317,35,AC-I-5-11,5
1318,35,AC-I-5-11a,5
1319,35,AC-I-5-12,5
1320,35,AC-I-5-12a,5
1321,35,AC-I-5A-1,5A
1322,35,AC-I-5A-2,5A
1323,35,AC-I-5A-3,5A
1324,35,AC-I-5A-4,5A
1325,35,AC-I-5A-5,5A
1326,35,AC-I-5A-6,5A
1327,35,AC-I-5A-7,5A
1328,35,AC-I-5A-8,5A
1329,35,AC-I-5A-9,5A
1330,35,AC-I-5A-10,5A
1331,35,AC-I-5A-11,5A
1332,35,AC-I-5A-12,5A
1333,35,AC-I-5A-13,5A
1334,35,AC-I-5A-14,5A
1335,35,AC-I-5A-15,5A
1336,35,AC-I-5A-16,5A
1337,35,AC-I-5A-17,5A
1338,35,AC-I-5A-18,5A
1339,35,AC-I-5A-19,5A
1340,35,AC-I-5A-20,5A
1341,35,AC-I-5A-21,5A
1342,35,AC-I-5A-22,5A
1343,35,AC-I-5A-23,5A
1344,35,AC-I-5A-24,5A
1345,35,AC-I-5A-25,5A
1346,35,AC-I-6-1,6
1347,35,AC-I-6-1a,6
1348,35,AC-I-6-1b,6
1349,35,AC-I-6-2,6
1350,35,AC-I-6-2a,6
1351,35,AC-I-6-2b,6
1352,35,AC-I-6-3,6
1353,35,AC-I-6-3a,6
1354,35,AC-I-6-3b,6
1355,35,AC-I-6-3c,6
1356,35,AC-I-6-4,6
1357,35,AC-I-6-4a,6
1358,35,AC-I-6-4b,6
1359,35,AC-I-6-4c,6
1360,35,AC-I-6-5,6
1361,35,AC-I-6-5a,6
1362,35,AC-I-6-5b,6
1363,35,AC-I-6-5c,6
1364,35,AC-I-6-5d,6
1365,35,AC-I-6-5e,6
1366,35,AC-I-6-5f,6
1367,35,AC-I-6-6,6
1368,35,AC-I-6-6a,6
1369,35,AC-I-6-7,6
1370,35,AC-I-6-7a,6
1371,35,AC-I-6-8,6
1372,35,AC-I-6-9,6
1373,35,AC-I-6-9a,6
1374,35,AC-I-6-10,6
1375,35,AC-I-6-11,6
1376,35,AC-I-6-11a,6
1377,35,AC-I-6-11b,6
1378,35,AC-I-6-12,6
1379,35,AC-I-7-1,7
1380,35,AC-I-7-1a,7
1381,35,AC-I-7-1b,7
1382,35,AC-I-7-2,7
1383,35,AC-I-7-3,7
1384,35,AC-I-7-4,7
1385,35,AC-I-7-4a,7
1386,35,AC-I-8-1,8
1387,35,AC-I-8-1a,8
1388,35,AC-I-8-2,8
1389,35,AC-I-8-3,8
1390,35,AC-I-8-3a,8
1391,35,AC-I-8-4,8
1392,35,AC-I-8-4a,8
1393,35,AC-I-8-5,8
1394,35,AC-I-8-5a,8
1395,35,AC-I-8-6,8
1396,35,AC-I-8-6a,8
1397,35,AC-I-8-7,8
1398,35,AC-I-8-8,8
1399,35,AC-I-8-9,8
1400,35,AC-I-8-10,8
1401,35,AC-I-8-10a,8
1402,35,AC-I-8-11,8
1403,35,AC-I-8-12,8
1404,35,AC-I-8-12a,8
1405,35,AC-I-8-12b,8
1406,35,AC-I-8-12c,8
1407,35,AC-I-8-13,8
1408,35,AC-I-8-14,8
1409,35,AC-I-9-1,9
1410,35,AC-I-9-2,9
1411,35,AC-I-9-3,9
1412,35,AC-I-9-4,9
1413,35,AC-I-9-5,9
1414,35,AC-I-9-6,9
1415,35,AC-I-9-7,9
1416,35,AC-I-9-8,9
1417,35,AC-I-9-9,9
1418,35,AC-I-9-10,9
1419,35,AC-I-9-11,9
1420,35,AC-I-9-12,9
1421,35,AC-I-9-13,9
1422,37,CA-II-U-1,U
1423,37,CA-II-U-3,U
1424,37,CA-II-U-4,U
1425,37,CA-II-U-5,U
1426,37,CA-II-U-6,U
1427,37,CA-II-U-7,U
1428,37,CA-II-U-8,U
1429,37,CA-II-U-9,U
1430,37,CA-II-U-10,U
1431,37,CA-II-U-11,U
1432,37,CA-II-U-12,U
1433,37,CA-II-U-5a,U
1434,17,FI-1-1,1
1435,17,FI-1-2,1
1436,17,FI-1-3,1
1437,17,FI-1-4,1
1438,17,FI-1-6,1
1439,17,FI-1-7a,1
1440,17,FI-1-7b,1
1441,17,FI-1-8a,1
1442,17,FI-1-8b,1
1443,17,FI-1-8c,1
1444,17,FI-1-8d,1
1445,17,FI-1-8e,1
1446,17,FI-1-9b,1
1447,17,FI-1-10a,1
1448,17,FI-1-10b,1
1449,17,FI-1-11a,1
1450,17,FI-1-11b,1
1451,17,FI-1-12a,1
1452,17,FI-1-12b,1
1453,17,FI-1-13,1
1454,17,FI-1-14,1
1455,17,FI-1-15,1
1456,17,FI-1-15a,1
1457,17,FI-1-16,1
1458,17,FI-1-17,1
1459,17,FI-1-18,1
1460,17,FI-1-19,1
1461,17,FI-1-20a,1
1462,17,FI-1-20b,1
1463,17,FI-1-21a,1
1464,17,FI-1-21b,1
1465,17,FI-2-1,2
1466,17,FI-2-2,2
1467,17,FI-2-3,2
1468,17,FI-2-4,2
1469,17,FI-2-6,2
1470,17,FI-2-7,2
1471,17,FI-2-8,2
1472,17,FI-2-9,2
1473,17,FI-2-10,2
1474,17,FI-2-11,2
1475,17,FI-2-12,2
1476,17,FI-2-13,2
1477,17,FI-2-14,2
1478,17,FI-2-15,2
1479,17,FI-2-16,2
1480,17,FI-2-17,2
1481,17,FI-2-18,2
1482,17,FI-2-19,2
1483,17,FI-2-20,2
1484,17,FI-2-21,2
1485,17,FI-2-22,2
1486,17,FI-2-23,2
1487,17,FI-2-24,2
1488,17,FI-2a-1,2a
1489,17,FI-2a-2,2a
1490,17,FI-2a-3,2a
1491,17,FI-2a-4,2a
1492,17,FI-2a-5,2a
1493,17,FI-2a-6,2a
1494,17,FI-2a-7,2a
1495,17,FI-2a-8,2a
1496,17,FI-2a-9,2a
1497,17,FI-2a-10,2a
1498,17,FI-2a-11,2a
1499,17,FI-2b-1,2b
1500,17,FI-2b-2,2b
1501,17,FI-2b-3,2b
1502,17,FI-2b-5,2b
1503,17,FI-3-1,3
1504,17,FI-3-2,3
1505,17,FI-3-2a,3
1506,17,FI-3-2b,3
1507,17,FI-3-2c,3
1508,17,FI-3-4,3
1509,17,FI-3-5,3
1510,17,FI-3-6,3
1511,17,FI-3-7a,3
1512,17,FI-3-7b,3
1513,17,FI-3-8a,3
1514,17,FI-3-8b,3
1515,17,FI-3-9,3
1516,17,FI-3-10,3
1517,17,FI-3-11,3
1518,17,FI--,0
1519,17,FI-4-1,4
1520,17,FI-4-2a,4
1521,17,FI-4-2b,4
1522,17,FI-4-3a,4
1523,17,FI-4-3b,4
1524,17,FI-4-5,4
1525,17,FI-4-6,4
1526,17,FI-4-7,4
1527,17,FI-4-8a,4
1528,17,FI-4-8b,4
1529,17,FI-4-9a,4
1530,17,FI-4-9b,4
1531,17,FI-4-10a,4
1532,17,FI-4-10b,4
1533,17,FI-4-11a,4
1534,17,FI-4-11b,4
1535,17,FI-4-12,4
1536,17,FI-5-1a,5
1537,17,FI-5-1b,5
1538,17,FI-5-2a,5
1539,17,FI-5-2b,5
1540,17,FI-5-3a,5
1541,17,FI-5-3b,5
1542,17,FI-5-4a,5
1543,17,FI-5-4b,5
1544,17,FI-5-5a,5
1545,17,FI-5-5b,5
1546,17,FI-5-6,5
1547,17,FI-5-7,5
1548,17,FI-5-8,5
1549,17,FI-5-9,5
1550,17,FI-5-10,5
1551,17,FI-5-11,5
1552,17,FI-5-12,5
1553,17,FI-5-13a,5
1554,17,FI-5-13b,5
1556,17,FI-5-15,5
1557,17,FI-5-16,5
1558,17,FI-6-2,6
1559,17,FI-6-3a,6
1560,17,FI-6-3b,6
1561,17,FI-6-4a,6
1562,17,FI-6-4b,6
1563,17,FI-6-5a,6
1564,17,FI-6-5b,6
1565,17,FI-6-6a,6
1566,17,FI-6-6b,6
1567,17,FI-6-7,6
1568,17,FI-6-8,6
1569,17,FI-6-9,6
1570,17,FI-6-10,6
1571,17,FI-6-11,6
1572,17,FI-6-12,6
1573,17,FI-6-13,6
1574,17,FI-6-14,6
1575,17,FI-6-15,6
1576,17,FI-6-16,6
1577,17,FI-6-17,6
1578,17,FI-6-18,6
1579,17,FI-7-1,7
1580,17,FI-7-2,7
1581,17,FI-7-4,7
1582,17,FI-7-5,7
1583,17,FI-7-6,7
1584,17,FI-7-7,7
1585,17,FI-7-8,7
1586,17,FI-7-9,7
1587,17,FI-7-10,7
1588,17,FI-7-11a,7
1589,17,FI-7-11b,7
1590,17,FI-7-12,7
1591,17,FI-7-13,7
1592,17,FI-7-14,7
1593,17,FI-7-15,7
1594,17,FI-8-1a,8
1595,17,FI-8-1b,8
1596,17,FI-8a-1a,8a
1597,17,FI-8a-1b,8a
1598,17,FI-8a-2,8a
1599,17,FI-8a-3,8a
1600,17,FI-8a-4,8a
1601,17,FI-8a-5a,8a
1602,17,FI-8a-5b,8a
1603,17,FI-9-1,9
1604,17,FI-9-2,9
1605,17,FI-9-3,9
1606,17,FI-9-4,9
1607,17,FI-9-5,9
1608,17,FI-9-6,9
1609,17,FI-9-7,9
1610,17,FI-9-8,9
1611,17,FI-9-9,9
1612,17,FI-9-10,9
1613,17,FI-9-11,9
1614,17,FI-9-12,9
1615,17,FI-9-13,9
1616,17,FI-9-14,9
1617,17,FI-9-15,9
1618,17,FI-9-16,9
1619,17,FI-9-17,9
1620,17,FI-9-18,9
1621,17,FI-9-19,9
1622,17,FI-9-20,9
1623,17,FI-9a-1,9a
1624,17,FI-9a-2,9a
1625,17,FI-9a-3,9a
1626,17,FI-9a-4,9a
1627,17,FI-9a-5,9a
1628,17,FI-9a-6,9a
1629,17,FI-9a-7,9a
1630,17,FI-9a-8,9a
1631,17,FI-9a-9,9a
1632,17,FI-9a-10,9a
1633,17,FI-9a-11,9a
1634,17,FI-9a-12,9a
1635,17,FI-9a-13,9a
1636,17,FI-9a-14,9a
1637,17,FI-9a-15,9a
1638,17,FI-9a-16,9a
1639,17,FI-9a-17,9a
1640,17,FI-9a-18,9a
1641,17,FI-9a-19,9a
1642,17,FI-9a-20,9a
1643,17,FI-9a-21,9a
1644,17,FI-9a-22,9a
1645,17,FI-9b-1,9b
1646,17,FI-9b-2,9b
1647,17,FI-9b-3,9b
1648,17,FI-9b-4,9b
1649,17,FI-9b-5,9b
1650,17,FI-9b-6,9b
1651,17,FI-9b-7,9b
1652,17,FI-9b-10,9b
1653,17,FI-9c-1,9c
1654,17,FI-9c-2,9c
1655,17,FI-9c-3,9c
1656,17,FI-9c-4,9c
1657,17,FI-9c-6,9c
1658,17,FI-9c-7,9c
1659,17,FI-9c-8,9c
1660,17,FI-10-1,10
1661,17,FI-10-2,10
1662,17,FI-10-3,10
1663,17,FI-10-4,10
1664,17,FI-10-5,10
1665,17,FI-10-6,10
1666,17,FI-10-7,10
1667,17,FI-10-8a,10
1668,17,FI-10-8b,10
1669,17,FI-10-9a,10
1670,17,FI-10-9b,10
1671,17,FI-10-10,10
1674,17,FI-10-12a,10
1675,17,FI-10-12b,10
1676,17,FI-10-13a,10
1677,17,FI-10-13b,10
1678,17,FI-10-14a,10
1679,17,FI-10-14b,10
1680,17,FI-10-15,10
1681,17,FI-10-16a,10
1682,17,FI-10-16b,10
1683,17,FI-10-17a,10
1684,17,FI-10-17b,10
1685,17,FI-10-18a,10
1686,17,FI-10-18b,10
1687,17,FI-10-19a,10
1688,17,FI-10-19b,10
1689,17,FI-10-20a,10
1691,17,FI-10-21a,10
1693,17,FI-10-22a,10
1694,17,FI-10-22b,10
1695,17,FI-10-23a,10
1696,17,FI-10-23b,10
1697,17,FI-10-24a,10
1698,17,FI-10-24b,10
1699,17,FI-10-25a,10
1700,17,FI-10-25b,10
1701,17,FI-10-26a,10
1702,17,FI-10-27a,10
1703,17,FI-10-27b,10
1704,17,FI-10-28a,10
1705,17,FI-10-28b,10
1706,17,FI-10-29a,10
1707,17,FI-10-29b,10
1708,17,FI-10-30a,10
1709,17,FI-10-30b,10
1710,17,FI-10-31a,10
1711,17,FI-10-31b,10
1712,17,FI-10-32a,10
1713,17,FI-10-32b,10
1715,17,FI-10-33b,10
1716,17,FI-10-34a,10
1717,17,FI-10-34b,10
1718,17,FI-10-35a,10
1719,17,FI-10-35b,10
1720,17,FI-10-36a,10
1721,17,FI-10-36b,10
1722,17,FI-10-37a,10
1723,17,FI-10-37b,10
1724,17,FI-10-38a,10
1725,17,FI-10-38b,10
1726,17,FI-10-39a,10
1727,17,FI-10-39b,10
1728,17,FI-10-40a,10
1729,17,FI-10-40b,10
1730,17,FI-10-41a,10
1731,17,FI-10-41b,10
1732,17,FI-10-42a,10
1733,17,FI-10-42b,10
1734,17,FI-10-43a,10
1735,17,FI-10-43b,10
1736,17,FI-10-44a,10
1737,17,FI-10-44b,10
1738,17,FI-10-45,10
1739,17,FI-10-47a,10
1740,17,FI-10-47b,10
1741,17,FI-10-48a,10
1742,17,FI-10-48b,10
1743,17,FI-10-49a,10
1744,17,FI-10-49b,10
1745,17,FI-10-50a,10
1746,17,FI-10-50b,10
1747,17,FI-10-51a,10
1748,17,FI-10-51b,10
1749,17,FI-10-52a,10
1750,17,FI-10-52b,10
1751,17,FI-10-53a,10
1752,17,FI-10-53b,10
1753,17,FI-10-54a,10
1754,17,FI-10-54b,10
1755,17,FI-10-55a,10
1756,17,FI-10-55b,10
1757,17,FI-11-1,11
1758,17,FI-11-1b,11
1759,17,FI-11-2,11
1760,17,FI-11-3,11
1761,17,FI-11-4,11
1762,17,FI-11-5,11
1763,17,FI-11-6,11
1764,17,FI-11-7,11
1765,17,FI-11-8,11
1766,17,FI-11-9,11
1767,17,FI-11-10,11
1768,17,FI-11-12,11
1769,17,FI-11-14,11
1770,17,FI-11-15,11
1771,17,FI-11-16,11
1772,17,FI-11-17,11
1773,17,FI-10-46a,10
1775,17,FI-11-11,11
1776,30,JY-1-6,1
1777,30,JY-1-7,1
1778,27,CB-II-1-2,1
1780,5,RO--,0
1782,44,LCOR-1-1,1
1783,44,LCOR-1-1a,1
1784,44,LCOR-1-2,1
1785,44,LCOR-1-2a,1
1786,44,LCOR-1-3,1
1787,44,LCOR-1-3a,1
1788,44,LCOR-1-3b,1
1789,44,LCOR-1-4,1
1790,44,LCOR-1-5,1
1791,44,LCOR-1-6,1
1792,44,LCOR-1-7,1
1793,44,LCOR-1-8,1
1794,44,LCOR-1-9,1
1795,44,LCOR-1-10,1
1796,44,LCOR-1-11,1
1797,44,LCOR-1-12,1
1798,44,LCOR-1-13,1
1799,44,LCOR-1-14,1
1800,44,LCOR-1-15,1
1801,44,LCOR-1-16,1
1802,44,LCOR-1-17,1
1803,44,LCOR-1-18,1
1804,44,LCOR-2-1,2
1805,44,LCOR-2-2,2
1806,44,LCOR-2-3,2
1807,44,LCOR-2-3a,2
1808,44,LCOR-2-4,2
1809,44,LCOR-2-5,2
1810,44,LCOR-2-6,2
1811,44,LCOR-2-6a,2
1812,44,LCOR-2-7,2
1813,44,LCOR-2-7a,2
1814,44,LCOR-2-7b,2
1815,44,LCOR-2-8,2
1816,44,LCOR-2-8a,2
1817,44,LCOR-2-8b,2
1818,44,LCOR-2-9,2
1819,44,LCOR-3-1,3
1820,44,LCOR-3-1a,3
1821,44,LCOR-3-1b,3
1822,44,LCOR-3-1c,3
1823,44,LCOR-3-2,3
1824,44,LCOR-3-2a,3
1825,44,LCOR-3-2b,3
1826,44,LCOR-3-2c,3
1827,44,LCOR-3-2d,3
1828,44,LCOR-3-3,3
1829,44,LCOR-3-3a,3
1830,44,LCOR-3-3b,3
1831,44,LCOR-3-3c,3
1832,44,LCOR-3-3d,3
1833,44,LCOR-3-4,3
1834,44,LCOR-3-4a,3
1835,44,LCOR-3-4b,3
1836,44,LCOR-3-4c,3
1837,44,LCOR-4-1,4
1838,44,LCOR-4-2,4
1839,44,LCOR-4-3,4
1840,44,LCOR-4-3a,4
1841,44,LCOR-4-4,4
1842,44,LCOR-4-5,4
1843,44,LCOR-4-6,4
1844,44,LCOR-4-7,4
1845,44,LCOR-4-8,4
1846,44,LCOR-4-8a,4
1847,44,LCOR-4-9,4
1848,44,LCOR-4-10,4
1849,44,LCOR-4-11,4
1850,44,LCOR-4-12,4
1851,44,LCOR-4-13,4
1852,44,LCOR-4-13a,4
1853,44,LCOR-4-13b,4
1854,44,LCOR-5-1,5
1855,44,LCOR-5-1a,5
1856,44,LCOR-5-2,5
1857,44,LCOR-5-2a,5
1858,44,LCOR-5-3,5
1859,44,LCOR-5-3a,5
1860,44,LCOR-5-4,5
1861,44,LCOR-5-4a,5
1862,44,LCOR-5-4b,5
1863,44,LCOR-5-5,5
1864,44,LCOR-5-6,5
1865,44,LCOR-5-6a,5
1866,44,LCOR-5-7,5
1867,44,LCOR-5-7a,5
1868,44,LCOR-5-8,5
1869,44,LCOR-5-8a,5
1870,44,LCOR-5-9,5
1871,44,LCOR-5-9a,5
1872,44,LCOR-5-10,5
1873,44,LCOR-5-10a,5
1874,44,LCOR-5-11,5
1875,44,LCOR-5-11a,5
1876,44,LCOR-5-12,5
1877,44,LCOR-5-12a,5
1878,44,LCOR-5a-1,5a
1879,44,LCOR-5a-2,5a
1880,44,LCOR-5a-3,5a
1881,44,LCOR-5a-4,5a
1882,44,LCOR-5a-5,5a
1883,44,LCOR-5a-6,5a
1884,44,LCOR-5a-7,5a
1885,44,LCOR-5a-8,5a
1886,44,LCOR-5a-9,5a
1887,44,LCOR-5a-10,5a
1888,44,LCOR-5a-11,5a
1889,44,LCOR-5a-12,5a
1890,44,LCOR-5a-13,5a
1891,44,LCOR-5a-14,5a
1892,44,LCOR-5a-15,5a
1893,44,LCOR-5a-16,5a
1894,44,LCOR-5a-17,5a
1895,44,LCOR-5a-18,5a
1896,44,LCOR-5a-19,5a
1897,44,LCOR-5a-20,5a
1898,44,LCOR-5a-21,5a
1899,44,LCOR-5a-22,5a
1900,44,LCOR-5a-23,5a
1901,44,LCOR-5a-24,5a
1902,44,LCOR-5a-25,5a
1903,44,LCOR-6-1,6
1904,44,LCOR-6-1a,6
1905,44,LCOR-6-1b,6
1906,44,LCOR-6-2,6
1907,44,LCOR-6-2a,6
1908,44,LCOR-6-2b,6
