id,clave,Fraccionamiento,saldo_deudor,saldo_favor,deuda_neta,estatus_pago,created_at
369,LS-6-1,ZONA LS,0,0,0,Al Corriente,08/08/2025
370,LS-6-8,ZONA LS,0,0,0,Al Corriente,08/08/2025
371,LS-06-10,ZONA LS,0,0,0,Al Corriente,08/08/2025
372,LS-6-15,ZONA LS,0,0,0,Al Corriente,08/08/2025
373,LS-7-13,ZONA LS,0,0,0,Al Corriente,08/08/2025
374,LN-0-0,ZONA LN,0,0,0,Al Corriente,08/08/2025
375,LN-2-4,ZONA LN,0,0,0,Al Corriente,08/08/2025
376,LN-2-10,ZONA LN,0,0,0,Al Corriente,08/08/2025
377,LN-3-04A,ZONA LN,0,0,0,Al Corriente,08/08/2025
378,LN-3-14,ZONA LN,0,0,0,Al Corriente,08/08/2025
379,LN-3-18,ZONA LN,0,0,0,Al Corriente,08/08/2025
380,LN-9-8,ZONA LN,0,0,0,Al Corriente,08/08/2025
381,LN-9-16,ZONA LN,0,0,0,Al Corriente,08/08/2025
382,LN-10-2,ZONA LN,0,0,0,Al Corriente,08/08/2025
383,LN-10-14,ZONA LN,0,0,0,Al Corriente,08/08/2025
384,LN-10-17,ZONA LN,0,0,0,Al Corriente,08/08/2025
385,LN-11-1,ZONA LN,0,0,0,Al Corriente,08/08/2025
386,LN-11-2,ZONA LN,0,0,0,Al Corriente,08/08/2025
387,LN-11-6,ZONA LN,0,0,0,Al Corriente,08/08/2025
388,LN-11-10,ZONA LN,0,0,0,Al Corriente,08/08/2025
389,LN-11-11,ZONA LN,0,0,0,Al Corriente,08/08/2025
390,LN-11-14,ZONA LN,0,0,0,Al Corriente,08/08/2025
391,LN-11-19,ZONA LN,0,0,0,Al Corriente,08/08/2025
392,LN-11-21,ZONA LN,0,0,0,Al Corriente,08/08/2025
393,LN-11-24,ZONA LN,0,0,0,Al Corriente,08/08/2025
394,LN-12-4,ZONA LN,0,0,0,Al Corriente,08/08/2025
395,LN-12-9,ZONA LN,0,0,0,Al Corriente,08/08/2025
396,LN-12-11,ZONA LN,0,0,0,Al Corriente,08/08/2025
397,LN-13-8,ZONA LN,0,0,0,Al Corriente,08/08/2025
398,LN-13-11,ZONA LN,0,0,0,Al Corriente,08/08/2025
399,LN-13-13,ZONA LN,0,0,0,Al Corriente,08/08/2025
400,LN-14-1,ZONA LN,0,0,0,Al Corriente,08/08/2025
401,FR-0-0,FARASI,0,0,0,Al Corriente,08/08/2025
402,FR-1-1,FARASI,0,0,0,Al Corriente,08/08/2025
403,FR-1-2,FARASI,0,0,0,Al Corriente,08/08/2025
404,FR-2-48,FARASI,0,0,0,Al Corriente,08/08/2025
405,PC-II-1-4,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
406,PC-II-1-11,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
407,PC-II-1-19,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
408,PC-II-1-27,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
409,PC-II-1-28,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
410,PC-II-1-29,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
411,PC-II-1-34,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
412,PC-II-1-36,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
413,PC-II-1-37,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
414,PC-II-1-40,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
415,PC-II-1-43,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
416,PC-II-1-44,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
417,PC-II-1-45,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
418,PC-II-1-51,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
419,PC-II-1-53,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
420,PC-II-1-64,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
421,PC-II-1-65,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
422,PC-II-1-76,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
423,PC-II-1-77,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
424,PC-II-2-1,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
425,PC-II-2-12,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
426,PC-II-2-15,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
427,PC-II-2-17,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
428,PC-II-2-25,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
429,PC-II-3-8,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
430,PC-II-3-17,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
431,PC-II-3-30,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
432,PC-II-4-4,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
433,PC-II-4-9,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
434,PC-II-4-12,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
435,PC-II-4-17,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
436,PC-II-4-18,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
437,PC-II-5-2,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
438,PC-III-1-1,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
439,PC-III-1-5,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
440,PC-III-1-6,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
441,PC-III-1-7,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
442,PC-III-1-8,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
443,PC-III-1-9,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
444,PC-III-1-10,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
445,PC-III-1-11,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
446,PC-III-1-12,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
447,PC-III-1-13,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
448,PC-III-1-18,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
449,PC-III-1-19,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
450,PC-III-1-20,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
451,PC-III-1-21,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
452,PC-III-1-22,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
453,PC-III-1-26,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
454,PC-III-1-27,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
455,PC-III-1-28,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
456,PC-III-1-29,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
457,PC-III-1-30,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
458,PC-III-1-35,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
459,PC-III-1-36,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
460,PC-III-1-37,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
461,PC-III-1-39,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
462,PC-III-1-40,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
463,PC-III-1-41,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
464,PC-III-1-42,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
465,PC-III-1-43,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
466,PC-III-1-45,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
467,PC-III-1-47,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
468,PC-III-1-48,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
469,PC-III-1-49,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
470,PC-III-1-50,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
471,PC-III-1-52,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
472,PC-III-1-53,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
473,PC-III-1-55,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
474,PC-III-1-56,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
475,PC-III-1-57,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
476,PC-III-3-1,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
477,PC-III-3-2,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
478,PC-III-3-5,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
479,PC-III-3-12,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
480,PC-III-3-13,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
481,PC-III-3-14,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
482,PC-III-3-18,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
483,PC-III-3-21,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
484,PC-III-3-23,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
485,PC-III-3-33,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
486,AL-I-2-3,ALAMO 1,0,0,0,Al Corriente,08/08/2025
487,AL-I-3-2,ALAMO 1,0,0,0,Al Corriente,08/08/2025
488,AL-II-14-13,ALAMO 2,0,0,0,Al Corriente,08/08/2025
489,CD-1-16,CEDRO,0,0,0,Al Corriente,08/08/2025
490,CS-0-0,ZONA CS,0,0,0,Al Corriente,08/08/2025
491,CS-II-1-6,CRUZ DE SABINOS II,0,0,0,Al Corriente,08/08/2025
492,EN1-6-8,ENCINOS I,0,0,0,Al Corriente,08/08/2025
493,EN1-8-5,ENCINOS I,0,0,0,Al Corriente,08/08/2025
494,CH-1-6,ZONA CH,0,0,0,Al Corriente,08/08/2025
495,VC-1-29,ZONA VC,0,0,0,Al Corriente,08/08/2025
496,PC-III-1-38,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
497,PC-III-2-6,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
498,FI-2-20,FINCAS,0,0,0,Al Corriente,08/08/2025
499,FI-3-8A,FINCAS,0,0,0,Al Corriente,08/08/2025
500,FI-11-11,FINCAS,0,0,0,Al Corriente,08/08/2025
501,HP-I-2-1,HIPICO I,0,0,0,Al Corriente,08/08/2025
502,HP-II-1-1D,HIPICO II,0,0,0,Al Corriente,08/08/2025
503,AL-I-1-2,ALAMO 1,0,0,0,Al Corriente,08/08/2025
504,AL-II-21-4,ALAMO 2,0,0,0,Al Corriente,08/08/2025
505,AL-II-23-18,ALAMO 2,0,0,0,Al Corriente,08/08/2025
506,AL-II-23-23,ALAMO 2,0,0,0,Al Corriente,08/08/2025
507,CD-1-2,CEDRO,0,0,0,Al Corriente,08/08/2025
508,CS-I-4-2,CRUZ DE SABINOS I,0,0,0,Al Corriente,08/08/2025
509,CS-II-5-2,CRUZ DE SABINOS II,0,0,0,Al Corriente,08/08/2025
510,JY-1-5,LA JOYA,0,0,0,Al Corriente,08/08/2025
511,JY-16-8,LA JOYA,0,0,0,Al Corriente,08/08/2025
512,JY-8-13,LA JOYA,0,0,0,Al Corriente,08/08/2025
513,SCJ-7-18,STA CRUZ LA JOYA,0,0,0,Al Corriente,08/08/2025
514,CH-1-16,ZONA CH,0,0,0,Al Corriente,08/08/2025
515,RVG-5-6,RINCÓN DE VALLE GRANDE,0,0,0,Al Corriente,08/08/2025
516,LS-0-0,ZONA LS,0,0,0,Al Corriente,08/08/2025
517,PC-II-1-24,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
518,PC-III-1-3,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
519,PC-III-1-23,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
520,PC-III-1-31,PASEO CAVALLS,0,0,0,Al Corriente,08/08/2025
521,CH--05-10,ZONA CH,0,0,0,Al Corriente,20/08/2025
522,MA--U-200,ZONA MA,0,0,0,Al Corriente,21/08/2025
523,AL-II-13-1,ALAMO 2,0,0,0,Al Corriente,21/08/2025
524,PC-III-01-13,PASEO CAVALLS,0,0,0,Al Corriente,21/08/2025
