order_id,customer_id,customer_loyalty_tier,customer_acquisition_channel,customer_signup_date,restaurant_id,restaurant_cuisine,restaurant_city,restaurant_rating,restaurant_avg_prep_time,menu_item_id,menu_item_name,menu_item_category,item_price,quantity,order_timestamp,delivery_timestamp,delivery_duration_actual,delivery_duration_estimated,delivery_fee,tip,total_amount,discount_code,discount_type,discount_value,order_status,weather_temperature,weather_precipitation,is_weekend,is_holiday,event_flag,delivery_delay,order_hour,order_day_of_week,calculated_total,total_amount_consistent
6683,2781,Bronze,organic,2023-09-25,14,Fast Food,San Antonio,3.4,28,76,High Sushi,Sushi,8.83,2,2023-03-26 23:30:53,2023-03-27 00:27:53,57.0,49,2.04,1.7,21.4,None,None,0.0,completed,11.4,0.0,True,False,None,8.0,23,6,21.4,True
10336,4498,Gold,social_media,2024-07-27,107,Japanese,Houston,4.0,22,569,Bag Appetizer,Appetizer,28.87,1,2023-03-27 03:04:32,2023-03-27 03:53:32,49.0,39,7.54,2.86,39.27,None,None,0.0,completed,7.6,1.4,False,False,None,10.0,3,0,39.27,True
6240,790,Bronze,social_media,2023-09-13,94,Japanese,Los Angeles,3.7,10,505,Of Sushi,Sushi,6.2,1,2023-03-27 03:11:23,2023-03-27 03:37:23,26.0,25,4.47,1.38,12.05,None,None,0.0,completed,8.4,0.0,False,False,None,1.0,3,0,12.05,True
7508,4195,Silver,social_media,2024-04-01,123,Chinese,Houston,4.3,26,662,Spring Pizza,Pizza,29.96,1,2023-03-27 04:47:57,2023-03-27 05:52:57,65.0,52,4.44,5.8,38.2,PROMO-GOOB,fixed_amount,2.0,completed,10.3,0.0,False,False,None,13.0,4,0,38.2,True
4652,9991,Silver,organic,2024-04-23,185,Italian,Phoenix,4.5,26,1016,Discover Burger,Burger,27.89,1,2023-03-27 06:03:42,2023-03-27 06:58:42,55.0,50,1.99,3.56,33.44,None,None,0.0,completed,9.3,0.0,False,False,None,5.0,6,0,33.44,True
1592,4458,Bronze,referral,2023-12-18,67,Indian,Houston,4.4,25,347,Arm Pizza,Pizza,10.59,1,2023-03-27 06:10:10,2023-03-27 06:46:10,36.0,40,7.0,1.27,18.86,None,None,0.0,completed,11.4,0.0,False,False,None,-4.0,6,0,18.86,True
6078,6672,Silver,social_media,2023-07-24,35,Japanese,Houston,3.4,16,182,Pick Pasta,Pasta,19.43,1,2023-03-27 07:27:07,2023-03-27 07:51:07,24.0,26,6.54,2.75,28.72,None,None,0.0,completed,9.9,0.0,False,False,None,-2.0,7,0,28.72,True
9815,4636,Gold,referral,2024-08-17,46,Indian,Philadelphia,4.9,27,240,Game Burger,Burger,31.84,1,2023-03-27 08:43:09,2023-03-27 09:38:09,55.0,55,7.35,2.85,37.04,PROMO-TUOE,fixed_amount,5.0,completed,5.6,0.0,False,False,None,0.0,8,0,37.04,True
7860,5962,Bronze,organic,2024-11-16,12,American,San Antonio,4.4,21,66,Win Main Course,Main Course,16.32,2,2023-03-27 10:01:51,2023-03-27 10:51:51,50.0,48,2.99,5.72,41.35,None,None,0.0,completed,2.9,4.4,False,False,None,2.0,10,0,41.35,True
7114,6739,Silver,organic,2023-07-02,32,Italian,Houston,4.0,32,171,Benefit Main Course,Main Course,8.68,3,2023-03-27 11:57:08,2023-03-27 12:45:08,48.0,43,3.28,4.47,33.79,None,None,0.0,completed,13.1,0.0,False,False,None,5.0,11,0,33.79,True
9869,5156,Silver,paid_ads,2024-09-18,31,Mexican,Philadelphia,4.6,30,165,Inside Dessert,Dessert,32.67,1,2023-03-27 12:24:29,2023-03-27 13:27:29,63.0,43,3.81,4.69,41.17,None,None,0.0,completed,9.2,11.3,False,False,None,20.0,12,0,41.17,True
3804,314,Bronze,paid_ads,2023-12-19,173,Fast Food,Los Angeles,3.2,32,954,Care Burger,Burger,32.28,1,2023-03-27 13:31:56,2023-03-27 14:31:56,60.0,52,5.17,0.47,37.92,None,None,0.0,completed,10.6,0.0,False,False,None,8.0,13,0,37.92,True
7112,6634,Silver,social_media,2023-12-14,12,American,San Antonio,4.4,21,63,Machine Dessert,Dessert,31.02,1,2023-03-27 19:36:11,2023-03-27 20:12:11,36.0,39,4.06,0.98,36.06,None,None,0.0,completed,9.7,0.0,False,False,None,-3.0,19,0,36.06,True
4912,233,Silver,paid_ads,2023-06-20,68,Italian,San Diego,4.4,22,355,Group Appetizer,Appetizer,31.92,1,2023-03-27 19:58:00,2023-03-27 20:52:00,54.0,46,3.79,0.31,36.02,None,None,0.0,completed,12.4,0.0,False,False,None,8.0,19,0,36.02,True
8561,5736,Bronze,referral,2024-04-02,10,Chinese,Phoenix,3.3,26,51,Blue Burger,Burger,32.63,2,2023-03-27 23:20:47,2023-03-28 00:04:47,44.0,47,3.09,11.72,80.07,None,None,0.0,completed,7.3,0.0,False,False,None,-3.0,23,0,80.07,True
2190,9222,Bronze,organic,2024-12-23,111,Mediterranean,San Diego,3.9,31,584,Analysis Dessert,Dessert,29.54,2,2023-03-28 00:04:32,2023-03-28 00:47:32,43.0,46,2.95,7.05,60.22,PROMO-NSUT,percentage,8.86,completed,13.1,0.0,False,False,None,-3.0,0,1,60.22,True
5257,7850,Bronze,email,2024-02-09,8,Mexican,Houston,4.3,22,43,Save Pasta,Pasta,13.36,1,2023-03-28 00:32:46,2023-03-28 01:12:46,40.0,32,4.83,3.19,11.38,PROMO-MDLA,fixed_amount,10.0,completed,15.4,0.0,False,False,None,8.0,0,1,11.38,True
6356,2712,Bronze,organic,2024-01-01,176,Japanese,Houston,3.6,31,963,Agreement Appetizer,Appetizer,28.94,1,2023-03-28 02:46:41,2023-03-28 03:52:41,66.0,52,4.67,6.89,40.5,None,None,0.0,completed,17.5,0.0,False,False,None,14.0,2,1,40.5,True
4003,7941,Silver,organic,2023-05-19,124,American,Los Angeles,3.6,23,670,Not Pizza,Pizza,34.86,1,2023-03-28 05:43:40,2023-03-28 06:34:40,51.0,41,6.7,6.96,48.52,None,None,0.0,completed,5.9,0.0,False,False,None,10.0,5,1,48.52,True
2803,3345,Gold,referral,2023-10-02,17,Indian,Houston,3.7,16,90,Blood Sushi,Sushi,34.08,2,2023-03-28 05:55:15,2023-03-28 06:42:15,47.0,31,6.93,7.55,75.71,PROMO-OMVI,free_delivery,6.93,completed,13.0,0.8,False,False,None,16.0,5,1,75.71,True
9984,2123,Bronze,social_media,2023-02-02,116,Indian,San Diego,4.4,12,616,Upon Sushi,Sushi,26.53,1,2023-03-28 06:01:14,2023-03-28 06:48:14,47.0,40,6.19,2.1,34.82,None,None,0.0,completed,14.3,0.0,False,False,None,7.0,6,1,34.82,True
2315,3780,Silver,referral,2023-06-18,105,Chinese,Los Angeles,4.5,21,563,Ok Beverage,Beverage,12.66,1,2023-03-28 07:08:22,2023-03-28 07:53:22,45.0,49,6.98,0.64,20.28,None,None,0.0,completed,7.1,0.0,False,False,None,-4.0,7,1,20.28,True
6783,5655,Bronze,organic,2023-09-07,154,Fast Food,San Diego,3.3,30,835,Loss Appetizer,Appetizer,12.4,3,2023-03-28 07:13:33,2023-03-28 08:05:33,52.0,46,2.64,2.16,42.0,None,None,0.0,completed,7.2,0.0,False,False,None,6.0,7,1,42.0,True
2765,9073,Bronze,social_media,2023-01-16,69,Indian,San Antonio,3.7,10,356,Such Beverage,Beverage,23.69,3,2023-03-28 08:25:49,2023-03-28 09:02:49,37.0,29,4.74,17.6,93.41,None,None,0.0,completed,7.1,0.0,False,False,None,8.0,8,1,93.41,True
6401,1173,Bronze,paid_ads,2024-10-27,116,Indian,San Diego,4.4,12,617,Itself Pasta,Pasta,13.18,1,2023-03-28 09:47:02,2023-03-28 10:22:02,35.0,37,3.71,1.75,18.64,None,None,0.0,completed,11.3,0.0,False,False,None,-2.0,9,1,18.64,True
8715,7318,Bronze,email,2023-12-05,142,Italian,Houston,3.9,30,767,Material Pasta,Pasta,18.13,1,2023-03-28 10:47:40,2023-03-28 11:45:40,58.0,59,3.5,0.06,21.69,None,None,0.0,completed,14.2,0.0,False,False,None,-1.0,10,1,21.69,True
5912,7745,Bronze,organic,2024-08-30,60,Mexican,Chicago,3.2,27,304,Discussion Sushi,Sushi,30.34,1,2023-03-28 14:08:47,2023-03-28 14:52:47,44.0,46,6.27,0.34,36.95,None,None,0.0,completed,2.1,0.0,False,False,None,-2.0,14,1,36.95,True
8234,160,Bronze,organic,2023-08-29,111,Mediterranean,San Diego,3.9,31,584,Analysis Dessert,Dessert,29.54,1,2023-03-28 16:52:30,2023-03-28 17:43:30,51.0,54,6.98,3.39,39.91,None,None,0.0,completed,7.1,0.0,False,False,None,-3.0,16,1,39.91,True
4735,7964,Silver,social_media,2023-01-16,71,Chinese,Philadelphia,4.6,29,367,Family Beverage,Beverage,12.79,1,2023-03-28 16:56:54,2023-03-28 17:42:54,46.0,46,2.68,1.42,14.33,PROMO-YEJA,percentage,2.56,completed,8.8,0.0,False,False,None,0.0,16,1,14.33,True
5145,2130,Silver,social_media,2024-09-17,86,Fast Food,Chicago,3.1,12,459,Really Appetizer,Appetizer,9.38,1,2023-03-28 20:09:27,2023-03-28 20:55:27,46.0,36,2.73,0.95,13.06,None,None,0.0,completed,10.4,1.2,False,False,None,10.0,20,1,13.06,True
6223,3079,Bronze,social_media,2024-10-27,22,Mexican,Chicago,4.1,25,120,Rise Appetizer,Appetizer,28.45,1,2023-03-28 21:06:45,2023-03-28 22:02:45,56.0,50,5.83,5.86,38.14,PROMO-VVUW,fixed_amount,2.0,completed,10.1,0.0,False,False,None,6.0,21,1,38.14,True
10673,2230,Bronze,social_media,2023-09-17,70,Japanese,Chicago,3.6,31,364,Challenge Main Course,Main Course,24.66,1,2023-03-29 00:39:51,2023-03-29 01:37:51,58.0,48,2.86,4.33,31.85,None,None,0.0,completed,10.4,0.0,False,False,None,10.0,0,2,31.85,True
6721,2918,Gold,referral,2024-12-09,90,Chinese,San Diego,4.2,29,484,Low Burger,Burger,6.22,2,2023-03-29 02:20:50,2023-03-29 03:20:50,60.0,50,6.6,0.33,19.37,None,None,0.0,completed,6.3,0.0,False,False,None,10.0,2,2,19.37,True
2665,3014,Gold,email,2024-05-27,157,American,Los Angeles,3.1,25,852,Last Pasta,Pasta,31.59,1,2023-03-29 03:50:20,2023-03-29 04:56:20,66.0,43,6.96,2.86,41.41,None,None,0.0,completed,7.6,9.8,False,False,None,23.0,3,2,41.41,True
1205,9742,Bronze,paid_ads,2024-12-26,173,Fast Food,Los Angeles,3.2,32,950,Company Dessert,Dessert,18.54,1,2023-03-29 04:51:40,2023-03-29 05:43:40,52.0,46,5.13,2.77,26.44,None,None,0.0,completed,9.9,0.0,False,False,None,6.0,4,2,26.44,True
2049,6327,Bronze,organic,2024-09-14,48,American,New York,4.9,21,246,Unit Beverage,Beverage,34.53,1,2023-03-29 06:00:37,2023-03-29 06:57:37,57.0,48,7.44,3.3,45.27,None,None,0.0,completed,12.5,0.0,False,False,None,9.0,6,2,45.27,True
10171,1580,Bronze,organic,2023-02-01,142,Italian,Houston,3.9,30,764,Republican Dessert,Dessert,8.99,4,2023-03-29 10:58:57,2023-03-29 11:41:57,43.0,47,2.11,1.87,32.75,PROMO-CJDV,percentage,7.19,completed,6.9,0.0,False,False,None,-4.0,10,2,32.75,True
5811,1961,Silver,referral,2023-01-01,118,Japanese,New York,3.3,29,631,Energy Pizza,Pizza,24.4,1,2023-03-29 12:02:27,2023-03-29 12:54:27,52.0,41,3.35,3.83,31.58,None,None,0.0,completed,10.6,0.0,False,False,None,11.0,12,2,31.58,True
5248,7903,Bronze,email,2024-04-14,70,Japanese,Chicago,3.6,31,365,Knowledge Dessert,Dessert,27.06,1,2023-03-29 13:29:20,2023-03-29 14:24:20,55.0,60,6.63,4.07,31.13,PROMO-FNIS,free_delivery,6.63,completed,8.2,0.0,False,False,None,-5.0,13,2,31.13,True
4650,6658,Bronze,referral,2024-11-14,165,Chinese,San Antonio,4.9,24,902,Assume Dessert,Dessert,7.07,1,2023-03-29 14:25:14,2023-03-29 15:19:14,54.0,45,7.73,1.72,16.52,None,None,0.0,completed,6.1,0.0,False,False,None,9.0,14,2,16.52,True
2880,3845,Bronze,email,2024-07-16,36,Mexican,Houston,4.4,22,186,Pick Main Course,Main Course,9.97,1,2023-03-29 15:04:34,2023-03-29 16:07:34,63.0,40,7.75,1.4,19.12,None,None,0.0,completed,9.4,6.0,False,False,None,23.0,15,2,19.12,True
10774,4698,Bronze,paid_ads,2024-12-23,54,Indian,Phoenix,3.6,16,280,Someone Burger,Burger,22.95,2,2023-03-29 16:17:36,2023-03-29 17:20:36,63.0,39,1.99,10.03,55.93,PROMO-KRYQ,free_delivery,1.99,completed,10.9,10.1,False,False,None,24.0,16,2,55.93,True
1536,2391,Bronze,referral,2024-11-14,138,Italian,Chicago,4.4,17,742,Smile Dessert,Dessert,15.63,1,2023-03-29 20:59:47,2023-03-29 21:50:47,51.0,38,5.78,3.71,23.56,PROMO-ZCQK,percentage,1.56,completed,8.1,0.0,False,False,None,13.0,20,2,23.56,True
1345,1420,Silver,social_media,2023-06-11,68,Italian,San Diego,4.4,22,352,Ask Pizza,Pizza,10.22,1,2023-03-29 23:48:35,2023-03-30 00:23:35,35.0,36,2.15,1.11,13.48,None,None,0.0,completed,10.3,0.0,False,False,None,-1.0,23,2,13.48,True
5387,3918,Bronze,social_media,2023-05-16,111,Mediterranean,San Diego,3.9,31,589,Style Dessert,Dessert,16.41,2,2023-03-30 04:56:46,2023-03-30 06:12:46,76.0,52,6.19,0.43,34.52,PROMO-FOFJ,percentage,4.92,completed,6.1,10.9,False,False,None,24.0,4,3,34.52,True
10949,4943,Bronze,organic,2023-09-20,16,Mexican,Phoenix,3.5,18,82,Recently Dessert,Dessert,9.59,4,2023-03-30 05:24:23,2023-03-30 06:04:23,40.0,34,6.6,1.38,46.34,None,None,0.0,completed,16.2,0.0,False,False,None,6.0,5,3,46.34,True
2713,8355,Bronze,paid_ads,2024-01-02,38,Italian,Philadelphia,3.0,19,196,Building Beverage,Beverage,27.5,1,2023-03-30 06:48:26,2023-03-30 07:25:26,37.0,31,7.14,3.46,38.1,None,None,0.0,completed,9.8,0.0,False,False,None,6.0,6,3,38.1,True
10827,8308,Silver,organic,2024-09-14,11,Fast Food,San Antonio,4.1,13,60,Surface Burger,Burger,12.57,1,2023-03-30 08:38:42,2023-03-30 09:16:42,38.0,40,5.17,2.81,20.55,None,None,0.0,completed,12.5,0.0,False,False,None,-2.0,8,3,20.55,True
5312,7571,Bronze,organic,2024-01-28,28,Chinese,Philadelphia,3.8,29,151,Low Main Course,Main Course,17.27,1,2023-03-30 12:44:23,,,46,7.09,2.82,27.18,None,None,0.0,cancelled,9.6,0.0,False,False,None,,12,3,27.18,True
5518,5199,Bronze,referral,2024-02-28,196,Chinese,Houston,4.9,26,1085,Second Appetizer,Appetizer,22.73,1,2023-03-30 15:01:35,2023-03-30 15:59:35,58.0,45,7.53,1.14,31.4,None,None,0.0,completed,10.9,0.0,False,False,None,13.0,15,3,31.4,True
8881,9663,Bronze,email,2023-02-27,81,American,Houston,4.8,31,428,Apply Sushi,Sushi,16.93,2,2023-03-30 15:44:43,2023-03-30 16:45:43,61.0,47,5.19,5.93,44.98,None,None,0.0,completed,11.0,0.0,False,False,None,14.0,15,3,44.98,True
5549,6003,Bronze,paid_ads,2024-08-05,173,Fast Food,Los Angeles,3.2,32,951,Though Pasta,Pasta,27.52,1,2023-03-30 22:35:04,2023-03-30 23:23:04,48.0,42,5.13,6.15,34.67,PROMO-WFNV,percentage,4.13,completed,11.3,0.0,False,False,None,6.0,22,3,34.67,True
5109,5143,Bronze,referral,2023-11-27,65,American,Chicago,4.8,28,331,Eight Beverage,Beverage,22.67,1,2023-03-30 22:55:01,,,54,5.03,0.17,27.87,None,None,0.0,cancelled,10.1,16.2,False,False,None,,22,3,27.87,True
3331,3853,Bronze,email,2023-01-31,192,Fast Food,Chicago,3.8,30,1063,Analysis Dessert,Dessert,25.83,1,2023-03-30 23:07:51,,,54,5.02,1.57,32.42,None,None,0.0,cancelled,10.1,0.0,False,False,None,,23,3,32.42,True
9162,543,Silver,paid_ads,2023-01-20,163,Mediterranean,New York,3.9,28,890,Identify Burger,Burger,17.89,2,2023-03-30 23:25:52,2023-03-31 00:21:52,56.0,54,6.64,1.37,43.79,None,None,0.0,completed,10.1,0.0,False,False,None,2.0,23,3,43.79,True
10711,8606,Bronze,email,2024-05-25,174,Indian,San Diego,4.4,33,955,Prevent Pasta,Pasta,19.93,3,2023-03-31 00:27:48,2023-03-31 01:24:48,57.0,54,2.39,11.72,73.9,None,None,0.0,completed,7.4,0.0,False,False,None,3.0,0,4,73.9,True
10254,8874,Bronze,paid_ads,2024-06-11,68,Italian,San Diego,4.4,22,354,Should Pasta,Pasta,25.88,1,2023-03-31 03:07:47,2023-03-31 04:05:47,58.0,39,4.7,5.77,36.35,None,None,0.0,completed,11.6,5.7,False,False,None,19.0,3,4,36.35,True
2350,8834,Bronze,social_media,2024-02-14,165,Chinese,San Antonio,4.9,24,901,Just Appetizer,Appetizer,19.16,1,2023-03-31 05:50:09,2023-03-31 06:51:09,61.0,52,5.13,2.66,26.95,None,None,0.0,completed,9.7,5.8,False,False,None,9.0,5,4,26.95,True
6932,3979,Silver,organic,2023-10-31,42,American,San Antonio,4.9,12,217,Could Burger,Burger,31.62,1,2023-03-31 07:41:47,2023-03-31 08:20:47,39.0,34,3.28,6.71,38.33,PROMO-HXTS,free_delivery,3.28,completed,11.5,0.0,False,False,None,5.0,7,4,38.33,True
1280,1433,Silver,social_media,2023-08-21,67,Indian,Houston,4.4,25,348,Report Burger,Burger,29.79,1,2023-03-31 13:09:53,2023-03-31 13:58:53,49.0,40,5.24,4.89,34.68,PROMO-WUCR,free_delivery,5.24,completed,5.5,6.1,False,False,None,9.0,13,4,34.68,True
9656,8861,Bronze,referral,2024-09-16,79,American,New York,4.4,28,411,Step Burger,Burger,22.83,1,2023-03-31 13:18:31,2023-03-31 14:02:31,44.0,40,4.72,3.75,31.3,None,None,0.0,completed,11.4,0.0,False,False,None,4.0,13,4,31.3,True
5279,7806,Silver,organic,2024-11-21,135,American,Philadelphia,3.1,21,731,Interesting Main Course,Main Course,34.51,1,2023-03-31 13:44:18,2023-03-31 14:29:18,45.0,33,6.42,5.0,45.93,None,None,0.0,completed,11.1,0.0,False,False,None,12.0,13,4,45.93,True
2216,969,Gold,referral,2024-01-07,164,Indian,Los Angeles,4.1,14,898,Give Sushi,Sushi,27.97,1,2023-03-31 15:08:52,2023-03-31 15:45:52,37.0,36,4.11,0.35,32.43,None,None,0.0,completed,12.0,3.9,False,False,None,1.0,15,4,32.43,True
2097,5801,Bronze,email,2023-06-22,167,Mediterranean,Philadelphia,4.9,11,915,Southern Appetizer,Appetizer,24.91,1,2023-03-31 15:49:10,2023-03-31 16:26:10,37.0,31,7.69,5.84,38.44,None,None,0.0,completed,12.2,0.0,False,False,None,6.0,15,4,38.44,True
9141,7846,Silver,email,2024-11-20,47,Mediterranean,New York,3.9,24,243,Brother Pizza,Pizza,21.25,1,2023-04-01 01:53:25,2023-04-01 02:40:25,47.0,45,4.47,1.89,27.61,None,None,0.0,completed,15.8,0.0,True,True,None,2.0,1,5,27.61,True
6648,9373,Silver,social_media,2023-04-11,2,Indian,San Diego,3.2,26,8,Chair Sushi,Sushi,13.06,1,2023-04-01 07:01:22,2023-04-01 07:40:22,39.0,43,5.78,2.62,21.46,None,None,0.0,completed,13.1,0.0,True,True,None,-4.0,7,5,21.46,True
3992,5592,Bronze,paid_ads,2023-12-30,117,Italian,Chicago,3.8,28,623,Stay Dessert,Dessert,12.7,3,2023-04-01 08:31:13,2023-04-01 09:27:13,56.0,55,3.32,7.72,49.14,None,None,0.0,completed,14.0,0.0,True,True,None,1.0,8,5,49.14,True
1453,5384,Bronze,referral,2023-01-20,168,American,Los Angeles,4.8,19,924,In Dessert,Dessert,23.26,1,2023-04-01 08:36:32,2023-04-01 09:30:32,54.0,47,6.12,5.62,35.0,None,None,0.0,completed,12.2,2.4,True,True,None,7.0,8,5,35.0,True
10385,7471,Gold,referral,2024-04-25,110,American,Philadelphia,3.5,25,580,Old Dessert,Dessert,27.96,1,2023-04-01 09:02:45,2023-04-01 09:54:45,52.0,48,5.07,2.28,35.31,None,None,0.0,completed,13.3,0.0,True,True,None,4.0,9,5,35.31,True
7301,4820,Silver,social_media,2024-10-31,31,Mexican,Philadelphia,4.6,30,166,High Appetizer,Appetizer,24.54,2,2023-04-01 09:12:30,,,55,4.04,12.24,61.32,PROMO-DBJN,free_delivery,4.04,cancelled,16.3,0.0,True,True,None,,9,5,61.32,True
5388,7633,Bronze,organic,2023-04-16,70,Japanese,Chicago,3.6,31,364,Challenge Main Course,Main Course,24.66,1,2023-04-01 16:21:04,,,54,4.08,1.85,30.59,None,None,0.0,cancelled,10.3,0.0,True,True,None,,16,5,30.59,True
7050,3236,Bronze,organic,2024-09-14,123,Chinese,Houston,4.3,26,658,Get Pizza,Pizza,22.87,1,2023-04-01 17:45:08,2023-04-01 18:37:08,52.0,52,4.24,2.58,29.69,None,None,0.0,completed,16.1,0.0,True,True,None,0.0,17,5,29.69,True
1494,5256,Bronze,email,2023-11-22,96,Japanese,Houston,4.0,22,515,Once Burger,Burger,28.28,1,2023-04-01 18:23:10,2023-04-01 19:13:10,50.0,47,4.61,4.99,37.88,None,None,0.0,completed,14.9,0.0,True,True,None,3.0,18,5,37.88,True
2084,252,Silver,social_media,2024-06-11,199,Mexican,San Diego,4.5,15,1101,That Appetizer,Appetizer,17.65,1,2023-04-01 21:39:47,2023-04-01 22:10:47,31.0,26,3.48,0.68,18.33,PROMO-LKNW,free_delivery,3.48,completed,11.6,0.0,True,True,None,5.0,21,5,18.33,True
2925,4301,Bronze,organic,2024-01-13,136,Mexican,San Diego,3.1,19,732,Same Pizza,Pizza,9.27,1,2023-04-01 23:49:10,2023-04-02 00:41:10,52.0,39,3.65,0.62,8.54,PROMO-KBAW,fixed_amount,5.0,completed,14.2,0.0,True,True,None,13.0,23,5,8.54,True
4815,7410,Bronze,paid_ads,2023-05-13,166,Italian,San Antonio,3.8,34,910,Young Appetizer,Appetizer,6.4,1,2023-04-02 00:26:12,2023-04-02 01:44:12,78.0,61,7.74,1.16,15.3,None,None,0.0,completed,13.9,4.6,True,False,None,17.0,0,6,15.3,True
10442,3999,Bronze,email,2023-11-11,22,Mexican,Chicago,4.1,25,118,Wish Burger,Burger,32.79,4,2023-04-02 01:48:42,2023-04-02 02:35:42,47.0,37,3.8,31.95,166.91,None,None,0.0,completed,16.9,0.0,True,False,None,10.0,1,6,166.91,True
9598,8983,Bronze,social_media,2024-01-02,184,Fast Food,Phoenix,4.8,31,1010,Card Beverage,Beverage,30.67,1,2023-04-02 02:26:49,,,54,5.75,5.62,36.29,PROMO-BWSJ,free_delivery,5.75,cancelled,15.9,3.0,True,False,None,,2,6,36.29,True
6877,5181,Bronze,social_media,2023-02-10,143,Indian,Chicago,3.3,17,772,Condition Appetizer,Appetizer,31.85,1,2023-04-02 02:27:09,,,30,4.06,6.87,42.78,None,None,0.0,cancelled,12.7,3.8,True,False,None,,2,6,42.78,True
10794,5422,Silver,social_media,2024-01-22,169,American,Chicago,3.4,33,930,Small Dessert,Dessert,11.82,1,2023-04-02 03:18:57,,,50,6.86,0.11,17.02,PROMO-VFPY,percentage,1.77,cancelled,13.3,0.0,True,False,None,,3,6,17.02,True
2094,1496,Bronze,email,2023-07-10,129,Indian,San Diego,3.8,31,696,Environmental Pasta,Pasta,20.47,1,2023-04-02 04:50:14,2023-04-02 05:29:14,39.0,43,6.17,2.95,29.59,None,None,0.0,completed,15.6,0.0,True,False,None,-4.0,4,6,29.59,True
1106,7979,Bronze,organic,2024-01-09,97,Chinese,Philadelphia,4.5,34,522,Center Main Course,Main Course,22.79,1,2023-04-02 06:27:19,2023-04-02 07:12:19,45.0,45,3.96,5.21,31.96,None,None,0.0,completed,19.1,2.2,True,False,None,0.0,6,6,31.96,True
8132,8142,Silver,organic,2024-07-23,65,American,Chicago,4.8,28,337,Between Dessert,Dessert,12.77,1,2023-04-02 07:33:22,2023-04-02 08:37:22,64.0,43,6.29,2.18,21.24,None,None,0.0,completed,14.4,5.1,True,False,None,21.0,7,6,21.24,True
4396,5379,Bronze,referral,2024-08-26,85,American,Los Angeles,4.2,16,448,Call Main Course,Main Course,24.55,1,2023-04-02 10:29:40,2023-04-02 10:59:40,30.0,35,6.53,4.15,32.77,PROMO-IIYM,percentage,2.46,completed,15.1,0.0,True,False,None,-5.0,10,6,32.77,True
7516,2578,Bronze,referral,2024-07-08,122,Mexican,Phoenix,4.4,18,653,Dog Main Course,Main Course,15.23,1,2023-04-02 11:25:38,2023-04-02 12:11:38,46.0,35,2.82,0.77,18.82,None,None,0.0,completed,11.2,0.0,True,False,None,11.0,11,6,18.82,True
1410,5307,Bronze,organic,2023-04-18,163,Mediterranean,New York,3.9,28,890,Identify Burger,Burger,17.89,2,2023-04-02 12:14:00,2023-04-02 13:03:00,49.0,43,5.46,7.7,48.94,None,None,0.0,completed,14.3,0.0,True,False,None,6.0,12,6,48.94,True
7101,8134,Silver,referral,2024-08-24,114,Japanese,San Antonio,4.9,14,604,Investment Burger,Burger,20.64,1,2023-04-02 13:45:15,2023-04-02 14:30:15,45.0,32,6.84,4.46,31.94,None,None,0.0,completed,12.2,0.0,True,False,None,13.0,13,6,31.94,True
2682,1236,Bronze,referral,2024-10-24,122,Mexican,Phoenix,4.4,18,653,Dog Main Course,Main Course,15.23,1,2023-04-02 21:19:32,,,46,2.29,2.34,19.86,None,None,0.0,cancelled,19.0,0.0,True,False,None,,21,6,19.86,True
5216,1059,Silver,referral,2023-06-30,141,Mediterranean,Chicago,4.0,33,759,Real Sushi,Sushi,30.94,1,2023-04-02 21:49:19,2023-04-02 22:35:19,46.0,48,5.04,3.3,39.28,None,None,0.0,completed,10.9,0.0,True,False,None,-2.0,21,6,39.28,True
10291,9363,Silver,email,2024-06-16,84,Mediterranean,San Antonio,3.2,28,442,Physical Pasta,Pasta,23.5,2,2023-04-02 22:56:59,2023-04-03 00:00:59,64.0,49,7.03,9.69,63.72,None,None,0.0,completed,10.8,10.2,True,False,None,15.0,22,6,63.72,True
6756,3660,Gold,paid_ads,2024-01-13,79,American,New York,4.4,28,409,Same Appetizer,Appetizer,25.28,3,2023-04-03 04:51:35,2023-04-03 05:41:35,50.0,38,7.71,8.82,92.37,None,None,0.0,completed,17.1,0.0,False,False,None,12.0,4,0,92.37,True
3431,5369,Silver,social_media,2024-10-29,151,Fast Food,Houston,4.0,26,810,Either Appetizer,Appetizer,19.88,4,2023-04-03 06:44:48,2023-04-03 07:15:48,31.0,36,5.93,16.35,99.8,PROMO-HGZN,fixed_amount,2.0,completed,15.7,0.0,False,False,None,-5.0,6,0,99.8,True
10812,57,Bronze,email,2023-07-20,16,Mexican,Phoenix,3.5,18,85,Figure Beverage,Beverage,29.18,4,2023-04-03 09:01:20,2023-04-03 09:42:20,41.0,39,3.96,14.15,134.83,None,None,0.0,completed,16.3,0.0,False,False,None,2.0,9,0,134.83,True
9025,7473,Bronze,referral,2023-10-29,173,Fast Food,Los Angeles,3.2,32,953,Wide Pizza,Pizza,7.82,4,2023-04-03 11:18:40,2023-04-03 12:28:40,70.0,57,5.62,4.53,41.43,None,None,0.0,completed,15.5,0.0,False,False,None,13.0,11,0,41.43,True
3152,2570,Bronze,paid_ads,2024-08-25,129,Indian,San Diego,3.8,31,697,Another Burger,Burger,28.59,1,2023-04-03 12:12:43,2023-04-03 13:18:43,66.0,58,2.15,5.35,36.09,None,None,0.0,completed,16.7,0.0,False,False,None,8.0,12,0,36.09,True
